surgery,Age,rectal_temperature,pulse,respiratory_rate,temp_extremities,peripheral_pulse,mucous_membranes,capillary_refill_time,pain,peristalsis,abdominal_distension,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_PH,rectal_examination,abdomen,packed_cell_volume,total_protein,abdominocentesis_appearance,abdomcentesis_total_protein,outcome,surgical_lesion
yes,adult,38.1351851852,70.591503268,30.4507575758,,,,,,,,,,4.96612903226,,,45.5872053872,24.9202749141,,2.93865546218,lived,yes
yes,adult,38.2,60.0,30.0,normal,normal,pale pink,<3,intermittent mild pain,hypomotile,none,slight,none,4.96612903226,decreased,other,48.0,66.0,,2.93865546218,lived,yes
yes,adult,38.1351851852,68.0,14.0,,,pale cyanotic,<3,intermittent severe pain,,,,none,4.3,,,45.5872053872,24.9202749141,cloudy,2.8,died,yes
yes,adult,38.1351851852,60.0,30.0,cool,reduced,pale cyanotic,>=3,continuous severe pain,absent,severe,none,none,4.96612903226,absent,,45.0,70.0,serosanguinous,2.0,lived,yes
no,adult,38.5,100.0,30.4507575758,cool,reduced,bright red,>=3,intermittent severe pain,hypomotile,severe,slight,none,4.96612903226,absent,distended large intestine,45.5872053872,24.9202749141,,2.93865546218,euthanized,no
yes,adult,38.4,84.0,30.0,cool,normal,bright red,>=3,intermittent severe pain,hypomotile,moderate,slight,<1l,6.5,absent,distended small intestine,47.0,7.5,serosanguinous,2.93865546218,died,yes
no,adult,37.8,48.0,14.0,,,normal pink,<3,intermittent mild pain,,slight,none,<1l,5.3,normal,,35.0,7.5,,2.93865546218,lived,no
yes,adult,38.0,70.591503268,24.0,cool,reduced,dark cyanotic,>=3,continuous severe pain,,severe,none,none,4.96612903226,,,68.0,7.8,,2.93865546218,died,yes
no,adult,37.8,56.0,16.0,normal,normal,bright pink,<3,depressed,hypermotile,none,slight,none,4.96612903226,normal,,44.0,68.0,clear,1.0,lived,no
no,adult,38.2,68.0,32.0,warm,increased,bright pink,<3,alert no pain,hypermotile,none,significant,none,4.96612903226,normal,normal,43.0,65.0,,2.93865546218,lived,no
yes,adult,38.5,120.0,60.0,cold,reduced,dark cyanotic,>=3,,hypomotile,,,,4.96612903226,,,54.0,24.9202749141,,2.93865546218,lived,yes
yes,adult,39.3,64.0,90.0,warm,reduced,normal pink,<3,,hypomotile,none,none,>1l,4.96612903226,,,39.0,6.7,,2.93865546218,lived,yes
yes,adult,38.4,80.0,30.0,cold,reduced,normal pink,<3,intermittent mild pain,hypomotile,moderate,significant,<1l,4.96612903226,absent,distended large intestine,32.0,6.1,serosanguinous,4.3,lived,yes
yes,adult,38.3,60.0,16.0,cool,normal,normal pink,<3,depressed,hypermotile,none,slight,>1l,3.0,normal,distended small intestine,30.0,6.0,clear,3.0,lived,yes
yes,adult,37.1,40.0,8.0,,normal,pale cyanotic,<3,intermittent mild pain,hypomotile,none,none,none,4.96612903226,decreased,firm feces in large intestine,23.0,6.7,serosanguinous,2.93865546218,lived,yes
no,young,38.1351851852,100.0,44.0,warm,normal,normal pink,<3,intermittent severe pain,hypermotile,none,,,4.96612903226,normal,,37.0,4.7,,2.93865546218,lived,no
yes,adult,38.2,48.0,18.0,normal,normal,normal pink,<3,intermittent mild pain,hypomotile,moderate,none,>1l,4.96612903226,absent,,48.0,74.0,clear,2.0,lived,yes
yes,adult,38.1351851852,60.0,48.0,cool,reduced,pale cyanotic,>=3,intermittent severe pain,hypomotile,severe,,,4.96612903226,,,58.0,7.6,,2.93865546218,died,yes
no,adult,37.9,88.0,24.0,normal,normal,bright pink,<3,depressed,normal,none,,,4.96612903226,absent,normal,37.0,56.0,,2.93865546218,lived,no
no,adult,38.0,44.0,12.0,cool,normal,normal pink,,,hypermotile,slight,,,4.96612903226,normal,,42.0,64.0,,2.93865546218,lived,no
no,adult,38.5,60.0,20.0,normal,normal,bright red,>=3,depressed,normal,none,slight,none,4.96612903226,increased,firm feces in large intestine,63.0,7.5,cloudy,2.3,euthanized,no
no,adult,38.3,60.0,20.0,normal,normal,normal pink,>=3,alert no pain,hypomotile,none,,,4.96612903226,decreased,,34.0,66.0,,2.93865546218,lived,no
no,adult,38.5,60.0,40.0,cool,normal,bright pink,<3,depressed,hypermotile,slight,,,4.96612903226,decreased,other,49.0,59.0,,2.93865546218,lived,no
yes,adult,37.3,48.0,12.0,normal,,pale pink,<3,intermittent mild pain,hypermotile,moderate,slight,none,4.96612903226,decreased,firm feces in large intestine,40.0,6.6,cloudy,2.93865546218,lived,yes
yes,adult,38.5,86.0,30.4507575758,normal,normal,pale pink,<3,intermittent severe pain,absent,moderate,slight,none,4.96612903226,decreased,distended large intestine,45.0,7.4,clear,3.4,died,yes
yes,adult,37.5,48.0,40.0,,,,,,,,none,none,4.96612903226,,distended large intestine,41.0,55.0,serosanguinous,2.0,euthanized,yes
no,adult,37.2,36.0,9.0,normal,normal,normal pink,<3,depressed,hypomotile,none,slight,none,4.96612903226,absent,normal,35.0,5.7,,2.93865546218,lived,no
yes,adult,39.2,70.591503268,23.0,cool,normal,pale pink,<3,intermittent severe pain,absent,slight,slight,,4.96612903226,,,36.0,6.6,clear,3.0,lived,yes
no,adult,38.5,100.0,30.4507575758,cool,reduced,bright red,>=3,intermittent severe pain,hypomotile,severe,slight,none,4.96612903226,absent,distended large intestine,45.5872053872,24.9202749141,,2.93865546218,euthanized,no
yes,adult,38.5,96.0,30.0,warm,reduced,pale cyanotic,>=3,intermittent severe pain,absent,moderate,slight,none,4.96612903226,decreased,distended large intestine,50.0,65.0,,2.93865546218,lived,yes
yes,adult,38.1351851852,70.591503268,30.4507575758,,,,,,,,,,4.96612903226,,,45.0,8.7,,2.93865546218,died,yes
yes,adult,37.8,88.0,80.0,cool,reduced,bright red,>=3,,hypomotile,moderate,slight,<1l,4.96612903226,absent,distended large intestine,64.0,89.0,,2.93865546218,euthanized,yes
no,adult,37.5,44.0,10.0,cool,normal,normal pink,<3,intermittent mild pain,hypermotile,slight,slight,,4.96612903226,decreased,firm feces in large intestine,43.0,51.0,clear,1.0,lived,no
yes,adult,37.9,68.0,20.0,,normal,bright pink,<3,depressed,absent,slight,,,4.96612903226,normal,distended large intestine,45.0,4.0,serosanguinous,2.8,died,yes
yes,adult,38.0,86.0,24.0,cold,reduced,pale cyanotic,<3,depressed,absent,severe,none,none,4.96612903226,absent,distended large intestine,45.0,5.5,clear,10.1,died,yes
yes,adult,37.6,45.0,12.0,cool,normal,pale pink,<3,,normal,slight,slight,none,4.96612903226,normal,distended small intestine,39.0,7.0,cloudy,1.5,lived,yes
no,adult,38.6,56.0,32.0,warm,normal,normal pink,<3,alert no pain,hypermotile,none,slight,,4.96612903226,increased,,40.0,7.0,cloudy,2.1,lived,no
yes,adult,37.8,40.0,12.0,normal,normal,normal pink,<3,alert no pain,normal,none,slight,none,4.96612903226,normal,other,38.0,7.0,,2.93865546218,lived,yes
no,adult,38.1351851852,70.591503268,30.4507575758,,,,,,,,,,4.96612903226,,,45.5872053872,24.9202749141,,2.93865546218,lived,no
yes,adult,38.0,76.0,18.0,,,,>=3,,,,,,4.96612903226,,,71.0,11.0,,2.93865546218,lived,yes
yes,adult,38.1,40.0,36.0,normal,increased,bright pink,<3,depressed,normal,,,,4.96612903226,,,45.5872053872,24.9202749141,,2.93865546218,euthanized,yes
yes,adult,38.1351851852,52.0,28.0,cool,reduced,pale cyanotic,<3,intermittent mild pain,absent,moderate,slight,none,4.96612903226,absent,distended small intestine,37.0,8.1,,2.93865546218,lived,yes
yes,adult,39.2,88.0,58.0,cold,absent,,>=3,continuous severe pain,absent,,,,4.96612903226,,,45.5872053872,24.9202749141,cloudy,2.0,euthanized,no
yes,adult,38.5,92.0,40.0,cold,reduced,,<3,depressed,absent,moderate,,,4.96612903226,absent,,46.0,67.0,cloudy,2.0,lived,yes
yes,adult,37.7,66.0,12.0,normal,normal,pale pink,<3,intermittent mild pain,hypomotile,slight,slight,,4.96612903226,absent,distended small intestine,31.5,6.2,cloudy,1.6,lived,yes
yes,adult,38.8,50.0,14.0,normal,normal,normal pink,<3,intermittent mild pain,hypermotile,none,none,none,4.96612903226,decreased,distended large intestine,38.0,58.0,,2.93865546218,lived,yes
no,adult,38.4,54.0,24.0,normal,normal,normal pink,<3,alert no pain,hypomotile,none,slight,none,4.96612903226,decreased,other,49.0,7.2,clear,8.0,lived,no
yes,adult,39.2,120.0,20.0,cold,reduced,bright red,>=3,depressed,hypomotile,moderate,none,<1l,4.96612903226,,distended small intestine,60.0,8.8,serosanguinous,2.93865546218,died,yes
yes,young,38.1351851852,70.591503268,30.4507575758,,,,,,,,,,4.96612903226,,,45.0,6.5,cloudy,2.93865546218,lived,yes
yes,young,38.5,120.0,70.0,,,,,,hypermotile,,slight,,4.96612903226,normal,,35.0,54.0,clear,1.0,lived,yes
yes,adult,38.5,104.0,40.0,cool,reduced,,<3,intermittent severe pain,hypomotile,severe,,,4.96612903226,,,45.5872053872,24.9202749141,,2.93865546218,lived,yes
no,adult,39.5,92.0,28.0,cool,reduced,dark cyanotic,<3,continuous severe pain,absent,none,,<1l,4.96612903226,absent,,72.0,6.4,,3.6,died,no
yes,adult,38.5,30.0,18.0,,,,,,,,,,4.96612903226,,,40.0,7.7,,2.93865546218,lived,yes
yes,adult,38.3,72.0,30.0,cold,reduced,pale pink,>=3,intermittent mild pain,hypomotile,moderate,slight,none,4.96612903226,decreased,distended large intestine,43.0,7.0,cloudy,3.9,lived,yes
no,adult,37.5,48.0,30.0,cold,normal,pale pink,<3,,normal,none,none,none,4.96612903226,normal,normal,48.0,8.6,,2.93865546218,lived,no
yes,adult,38.1,52.0,24.0,normal,normal,bright red,<3,intermittent severe pain,hypomotile,none,slight,<1l,7.0,normal,,54.0,7.5,cloudy,2.6,died,yes
no,adult,38.2,42.0,26.0,normal,normal,normal pink,<3,intermittent mild pain,hypermotile,slight,,,4.96612903226,normal,,36.0,6.9,,2.93865546218,lived,no
no,adult,37.9,54.0,42.0,warm,normal,bright red,<3,intermittent mild pain,hypermotile,none,,none,4.96612903226,,other,47.0,54.0,serosanguinous,1.0,lived,no
no,adult,36.1,88.0,30.4507575758,cool,reduced,pale pink,<3,intermittent mild pain,hypomotile,slight,slight,<1l,4.96612903226,,distended small intestine,45.0,7.0,serosanguinous,4.8,euthanized,yes
yes,adult,38.1,70.0,22.0,,normal,,<3,continuous severe pain,hypomotile,,,,4.96612903226,,distended large intestine,36.0,65.0,,2.93865546218,euthanized,yes
yes,adult,38.2,52.0,16.0,normal,normal,bright pink,<3,alert no pain,normal,none,none,none,4.96612903226,normal,,43.0,8.1,,2.93865546218,lived,no
yes,adult,38.1351851852,36.0,32.0,normal,normal,pale cyanotic,<3,continuous severe pain,hypomotile,moderate,slight,<1l,4.0,,distended small intestine,41.0,5.9,,2.93865546218,died,yes
yes,adult,38.4,92.0,20.0,normal,,,>=3,,hypomotile,moderate,,,4.96612903226,normal,,45.5872053872,24.9202749141,,2.93865546218,lived,yes
yes,young,38.2,124.0,88.0,normal,reduced,bright pink,<3,depressed,hypomotile,severe,,,4.96612903226,,,47.0,8.0,clear,2.93865546218,lived,yes
no,adult,38.1351851852,96.0,30.4507575758,cool,reduced,pale pink,>=3,continuous severe pain,absent,severe,,none,4.96612903226,absent,distended large intestine,60.0,24.9202749141,,2.93865546218,died,yes
yes,adult,37.6,68.0,32.0,cool,,pale pink,<3,intermittent severe pain,normal,severe,slight,>1l,6.5,normal,distended large intestine,47.0,7.2,clear,2.93865546218,lived,yes
yes,adult,38.0,108.0,60.0,warm,reduced,pale cyanotic,<3,intermittent severe pain,hypomotile,moderate,slight,,4.96612903226,decreased,distended small intestine,45.5872053872,24.9202749141,serosanguinous,2.93865546218,lived,yes
no,adult,38.2,48.0,30.4507575758,warm,,normal pink,>=3,intermittent mild pain,hypomotile,none,slight,none,4.96612903226,,other,34.0,6.6,,2.93865546218,lived,no
yes,adult,39.3,100.0,51.0,cold,absent,dark cyanotic,<3,depressed,absent,none,none,<1l,2.0,,distended small intestine,66.0,13.0,serosanguinous,2.0,euthanized,yes
no,adult,36.6,42.0,18.0,cool,reduced,bright pink,<3,alert no pain,absent,none,none,none,4.96612903226,,distended large intestine,52.0,7.1,,2.93865546218,died,yes
yes,young,38.8,124.0,36.0,cool,normal,bright pink,<3,depressed,hypomotile,severe,none,none,4.96612903226,absent,distended small intestine,50.0,7.6,serosanguinous,2.93865546218,died,yes
no,adult,38.1351851852,112.0,24.0,cool,reduced,pale cyanotic,>=3,continuous severe pain,absent,slight,,,4.96612903226,absent,,40.0,5.3,serosanguinous,2.6,lived,no
yes,adult,38.1351851852,80.0,30.4507575758,cool,reduced,pale pink,<3,intermittent severe pain,absent,severe,,,4.96612903226,absent,distended large intestine,43.0,70.0,,2.93865546218,lived,yes
yes,young,38.8,184.0,84.0,normal,,normal pink,<3,intermittent severe pain,hypermotile,moderate,,,4.96612903226,increased,,33.0,3.3,,2.93865546218,died,yes
yes,adult,37.5,72.0,30.4507575758,warm,normal,normal pink,<3,depressed,hypermotile,none,none,none,4.96612903226,normal,,35.0,65.0,cloudy,2.0,euthanized,yes
yes,adult,38.7,96.0,28.0,cool,reduced,pale cyanotic,<3,,absent,,,<1l,7.5,,,64.0,9.0,,2.93865546218,died,yes
no,adult,37.5,52.0,12.0,normal,normal,normal pink,<3,depressed,hypomotile,slight,slight,none,4.96612903226,decreased,distended large intestine,36.0,61.0,clear,1.0,lived,no
yes,adult,40.8,72.0,42.0,cool,reduced,normal pink,<3,depressed,hypomotile,none,slight,none,4.96612903226,,,54.0,7.4,serosanguinous,2.93865546218,died,yes
no,adult,38.0,40.0,25.0,,normal,normal pink,<3,intermittent severe pain,hypomotile,slight,none,none,4.96612903226,absent,,37.0,69.0,,2.93865546218,lived,no
no,adult,38.4,48.0,16.0,warm,normal,normal pink,<3,alert no pain,,slight,slight,none,4.96612903226,,other,39.0,6.5,,2.93865546218,lived,no
no,young,38.6,88.0,28.0,,,,,,,,,,4.96612903226,,,35.0,5.9,,2.93865546218,lived,no
yes,adult,37.1,75.0,36.0,,,pale pink,>=3,intermittent severe pain,absent,slight,slight,<1l,5.0,absent,distended small intestine,48.0,7.4,serosanguinous,3.2,died,yes
yes,adult,38.3,44.0,21.0,cool,normal,bright pink,<3,intermittent mild pain,hypomotile,moderate,slight,none,4.96612903226,normal,distended large intestine,44.0,6.5,cloudy,4.4,lived,yes
no,adult,38.1351851852,56.0,68.0,cool,normal,normal pink,<3,intermittent mild pain,hypomotile,none,slight,none,4.96612903226,normal,,40.0,6.0,,2.93865546218,euthanized,yes
no,adult,38.6,68.0,20.0,warm,normal,pale pink,<3,intermittent mild pain,hypomotile,slight,none,none,4.96612903226,normal,distended large intestine,38.0,6.5,clear,2.93865546218,lived,no
no,adult,38.3,54.0,18.0,cool,normal,bright pink,<3,depressed,hypomotile,slight,,<1l,5.4,,distended small intestine,44.0,7.2,serosanguinous,2.93865546218,lived,no
yes,adult,39.3,64.0,90.0,warm,reduced,normal pink,<3,,hypomotile,none,none,>1l,6.5,normal,distended large intestine,39.0,6.7,,2.93865546218,lived,yes
yes,adult,37.5,60.0,50.0,cool,reduced,normal pink,<3,intermittent mild pain,hypomotile,slight,slight,>1l,3.5,decreased,distended small intestine,35.0,6.5,,2.93865546218,died,yes
yes,adult,37.7,80.0,30.4507575758,cool,reduced,dark cyanotic,<3,continuous severe pain,absent,none,slight,<1l,4.96612903226,decreased,normal,50.0,55.0,serosanguinous,2.0,lived,yes
yes,adult,38.1351851852,100.0,30.0,cool,reduced,pale cyanotic,>=3,continuous severe pain,absent,severe,significant,<1l,4.96612903226,absent,distended small intestine,52.0,6.6,,2.93865546218,lived,yes
yes,adult,37.7,120.0,28.0,cool,reduced,pale pink,<3,continuous severe pain,hypomotile,moderate,none,none,4.96612903226,,,65.0,7.0,serosanguinous,2.93865546218,died,yes
yes,adult,38.1351851852,76.0,30.4507575758,,reduced,,,,absent,severe,,,4.96612903226,,distended large intestine,45.5872053872,24.9202749141,,2.93865546218,euthanized,yes
yes,young,38.8,150.0,50.0,normal,reduced,dark cyanotic,>=3,continuous severe pain,hypomotile,slight,none,none,4.96612903226,,,50.0,6.2,,2.93865546218,died,yes
yes,adult,38.0,36.0,16.0,cool,normal,normal pink,<3,intermittent severe pain,normal,slight,significant,<1l,2.0,decreased,,37.0,75.0,cloudy,1.0,euthanized,no
no,adult,36.9,50.0,40.0,warm,reduced,pale pink,<3,alert no pain,hypomotile,slight,significant,none,7.0,,,37.5,6.5,,2.93865546218,lived,no
no,adult,37.8,40.0,16.0,normal,normal,normal pink,<3,alert no pain,hypermotile,none,,,4.96612903226,normal,normal,37.0,6.8,,2.93865546218,lived,no
yes,adult,38.6,48.0,12.0,,,normal pink,,alert no pain,hypermotile,,,,4.96612903226,,,36.0,67.0,,2.93865546218,lived,no
no,adult,40.0,78.0,30.4507575758,cool,reduced,bright red,<3,depressed,hypomotile,none,none,none,4.96612903226,absent,normal,66.0,6.5,,2.93865546218,died,yes
yes,adult,38.1351851852,70.0,16.0,cool,absent,bright red,>=3,depressed,hypomotile,slight,slight,none,4.96612903226,absent,distended large intestine,60.0,7.5,,2.93865546218,died,yes
yes,adult,38.2,72.0,18.0,,,,,,,,,,4.96612903226,,,35.0,6.4,,2.93865546218,lived,yes
no,adult,38.5,54.0,30.4507575758,normal,normal,normal pink,<3,intermittent mild pain,hypermotile,none,slight,none,4.96612903226,normal,,40.0,6.8,cloudy,7.0,lived,no
yes,adult,38.5,66.0,24.0,normal,normal,normal pink,<3,intermittent mild pain,hypomotile,none,slight,none,4.96612903226,absent,distended large intestine,40.0,6.7,clear,2.93865546218,lived,yes
no,adult,37.8,82.0,12.0,cool,normal,normal pink,>=3,intermittent severe pain,,moderate,none,<1l,4.96612903226,,,50.0,7.0,,2.93865546218,euthanized,yes
no,young,39.5,84.0,30.0,,,,<3,,,,,,4.96612903226,,,28.0,5.0,,2.93865546218,lived,no
yes,adult,38.1351851852,70.591503268,30.4507575758,,,,,,,,,,4.96612903226,,,45.5872053872,24.9202749141,,2.93865546218,lived,yes
yes,adult,38.0,50.0,36.0,,normal,normal pink,<3,intermittent mild pain,normal,slight,,,4.96612903226,decreased,,39.0,6.6,clear,5.3,lived,yes
no,adult,38.6,45.0,16.0,warm,normal,bright pink,<3,alert no pain,hypermotile,,,,4.96612903226,normal,normal,43.0,58.0,,2.93865546218,lived,no
yes,adult,38.9,80.0,44.0,cool,reduced,pale pink,<3,depressed,hypomotile,moderate,slight,>1l,7.0,decreased,normal,54.0,6.5,serosanguinous,2.93865546218,died,yes
yes,adult,37.0,66.0,20.0,normal,reduced,bright pink,<3,intermittent severe pain,hypomotile,moderate,none,,4.96612903226,normal,distended large intestine,35.0,6.9,cloudy,2.93865546218,died,yes
no,adult,38.5,40.0,16.0,normal,normal,normal pink,<3,depressed,hypermotile,none,,,4.96612903226,decreased,other,37.0,67.0,,2.93865546218,lived,no
yes,adult,38.1351851852,120.0,70.0,cold,,pale cyanotic,>=3,depressed,absent,,,,4.96612903226,,distended large intestine,55.0,65.0,,2.93865546218,euthanized,no
no,adult,37.2,72.0,24.0,cool,increased,pale cyanotic,>=3,intermittent severe pain,hypomotile,moderate,significant,none,4.96612903226,absent,distended small intestine,44.0,24.9202749141,serosanguinous,3.3,euthanized,yes
yes,adult,37.5,72.0,30.0,cold,reduced,pale cyanotic,<3,intermittent severe pain,absent,moderate,slight,none,4.96612903226,decreased,distended large intestine,60.0,6.8,,2.93865546218,died,yes
no,adult,38.5,54.0,20.0,,normal,bright pink,>=3,intermittent mild pain,absent,none,slight,>1l,5.9,,other,42.0,6.3,,2.93865546218,lived,no
no,adult,37.6,48.0,36.0,,,normal pink,<3,,hypomotile,,,,4.96612903226,,,44.0,6.3,clear,5.0,lived,no
yes,adult,37.7,44.0,28.0,,absent,pale pink,>=3,continuous severe pain,absent,severe,none,none,4.96612903226,decreased,distended large intestine,45.0,70.0,serosanguinous,2.0,lived,yes
yes,adult,37.0,56.0,24.0,cool,normal,pale cyanotic,>=3,intermittent severe pain,absent,moderate,none,none,4.96612903226,,,35.0,61.0,serosanguinous,2.0,euthanized,no
yes,adult,38.1351851852,60.0,40.0,cool,,normal pink,<3,,absent,,significant,>1l,4.96612903226,,distended large intestine,42.0,72.0,,2.93865546218,lived,yes
no,adult,38.4,80.0,60.0,cool,increased,bright pink,<3,intermittent mild pain,normal,none,slight,>1l,4.96612903226,normal,normal,54.0,6.9,,2.93865546218,lived,no
no,adult,37.8,48.0,12.0,warm,normal,bright pink,<3,intermittent mild pain,,none,slight,,4.96612903226,increased,,48.0,7.3,clear,2.93865546218,lived,no
no,adult,37.9,45.0,36.0,cool,reduced,pale pink,>=3,depressed,hypomotile,none,slight,none,4.96612903226,decreased,,33.0,5.7,serosanguinous,2.93865546218,lived,yes
no,adult,39.0,84.0,12.0,cool,normal,bright red,<3,depressed,absent,slight,none,>1l,7.0,,distended small intestine,62.0,5.9,cloudy,2.2,died,yes
yes,adult,38.1351851852,140.0,30.4507575758,,,pale cyanotic,>=3,continuous severe pain,absent,severe,none,none,4.96612903226,,distended large intestine,30.0,69.0,,2.93865546218,died,no
yes,adult,37.9,120.0,60.0,cool,reduced,pale pink,<3,continuous severe pain,absent,severe,slight,>1l,7.5,absent,distended large intestine,52.0,6.6,serosanguinous,1.8,died,yes
no,adult,38.0,72.0,36.0,normal,normal,pale pink,<3,intermittent mild pain,,slight,slight,none,4.96612903226,decreased,distended large intestine,38.0,6.8,cloudy,2.0,lived,no
no,young,38.0,92.0,28.0,normal,normal,bright pink,<3,alert no pain,hypomotile,slight,significant,,7.2,,,37.0,6.1,clear,1.1,lived,no
yes,adult,38.3,66.0,30.0,warm,reduced,normal pink,<3,depressed,absent,moderate,significant,>1l,8.5,absent,distended large intestine,37.0,6.0,,2.93865546218,lived,yes
no,adult,37.5,48.0,24.0,cool,normal,normal pink,<3,depressed,hypermotile,,none,none,4.96612903226,decreased,other,43.0,6.0,clear,2.8,lived,no
yes,adult,37.5,88.0,20.0,warm,reduced,pale pink,<3,intermittent severe pain,hypomotile,moderate,,,4.96612903226,,,35.0,6.4,clear,2.93865546218,died,yes
no,young,38.1351851852,150.0,60.0,cold,absent,pale cyanotic,>=3,continuous severe pain,absent,severe,,,4.96612903226,,,45.5872053872,24.9202749141,,2.93865546218,died,yes
yes,adult,39.7,100.0,30.0,,,dark cyanotic,>=3,intermittent severe pain,absent,moderate,none,,4.96612903226,absent,distended large intestine,65.0,75.0,,2.93865546218,euthanized,yes
yes,adult,38.3,80.0,30.4507575758,cool,reduced,pale cyanotic,>=3,continuous severe pain,absent,moderate,slight,none,4.96612903226,absent,distended small intestine,45.0,7.5,cloudy,4.6,lived,yes
no,adult,37.5,40.0,32.0,cool,normal,pale pink,<3,intermittent mild pain,normal,moderate,slight,none,4.96612903226,,distended large intestine,32.0,6.4,clear,1.1,lived,yes
yes,adult,38.4,84.0,30.0,cool,normal,bright red,>=3,intermittent severe pain,hypomotile,moderate,slight,<1l,6.5,absent,distended small intestine,47.0,7.5,serosanguinous,2.93865546218,died,yes
yes,adult,38.1,84.0,44.0,cold,,pale cyanotic,>=3,continuous severe pain,hypomotile,none,none,<1l,5.0,,distended small intestine,60.0,6.8,,5.7,died,yes
no,adult,38.7,52.0,30.4507575758,normal,normal,normal pink,<3,alert no pain,hypomotile,none,,,4.96612903226,normal,firm feces in large intestine,4.0,74.0,,2.93865546218,lived,no
no,adult,38.1,44.0,40.0,warm,normal,pale pink,<3,intermittent mild pain,hypomotile,none,,,4.96612903226,normal,firm feces in large intestine,35.0,6.8,,2.93865546218,lived,no
no,adult,38.4,52.0,20.0,warm,normal,pale pink,<3,alert no pain,hypomotile,slight,slight,none,4.96612903226,decreased,distended large intestine,41.0,63.0,clear,1.0,lived,no
no,adult,37.7,40.0,18.0,normal,normal,normal pink,,intermittent mild pain,normal,none,none,none,4.96612903226,decreased,firm feces in large intestine,36.0,3.5,,2.93865546218,lived,no
yes,adult,39.1,60.0,10.0,,normal,normal pink,,depressed,hypomotile,,,,4.96612903226,absent,distended small intestine,45.5872053872,24.9202749141,,2.93865546218,lived,yes
no,adult,37.8,48.0,16.0,normal,normal,normal pink,<3,,hypermotile,none,slight,none,4.96612903226,absent,firm feces in large intestine,43.0,7.5,,2.93865546218,lived,no
yes,adult,39.0,120.0,30.4507575758,cold,reduced,bright red,>=3,depressed,absent,moderate,slight,<1l,8.0,,,65.0,8.2,serosanguinous,4.6,lived,no
yes,adult,38.2,76.0,30.4507575758,warm,reduced,bright pink,<3,continuous severe pain,hypomotile,moderate,none,>1l,6.0,normal,distended large intestine,35.0,6.5,cloudy,0.9,lived,yes
no,adult,38.3,88.0,30.4507575758,,,dark cyanotic,,,,,,,4.96612903226,,,45.5872053872,24.9202749141,,2.93865546218,died,no
yes,adult,38.1351851852,70.591503268,30.4507575758,cool,normal,normal pink,<3,depressed,hypomotile,moderate,none,<1l,6.0,absent,distended small intestine,45.5872053872,24.9202749141,cloudy,2.93865546218,died,yes
yes,adult,37.6,40.0,30.4507575758,normal,normal,normal pink,<3,alert no pain,hypermotile,none,,,4.96612903226,normal,normal,45.5872053872,24.9202749141,cloudy,2.1,lived,yes
no,adult,37.5,44.0,30.4507575758,normal,normal,normal pink,<3,intermittent mild pain,hypomotile,slight,,,4.96612903226,,,45.0,5.8,cloudy,1.4,lived,no
no,adult,38.2,42.0,16.0,normal,normal,pale pink,<3,alert no pain,hypomotile,none,,,4.96612903226,normal,,35.0,60.0,clear,1.0,lived,no
no,adult,38.0,56.0,44.0,cool,reduced,pale pink,,,hypermotile,none,slight,none,4.96612903226,absent,,47.0,70.0,cloudy,1.0,lived,no
yes,adult,37.7,55.0,28.0,warm,normal,bright pink,<3,depressed,hypomotile,moderate,,<1l,5.0,absent,distended large intestine,45.5872053872,24.9202749141,,2.93865546218,lived,yes
no,adult,36.0,100.0,20.0,cold,reduced,dark cyanotic,>=3,depressed,absent,moderate,none,none,4.96612903226,absent,distended large intestine,74.0,5.7,cloudy,2.5,euthanized,yes
yes,adult,37.1,60.0,20.0,warm,,pale cyanotic,<3,intermittent mild pain,,moderate,,>1l,5.0,decreased,distended small intestine,64.0,8.5,cloudy,2.93865546218,lived,yes
no,adult,37.1,114.0,40.0,cool,,pale pink,>=3,depressed,normal,none,,,4.96612903226,,firm feces in large intestine,32.0,24.9202749141,serosanguinous,6.5,lived,no
yes,adult,38.1,72.0,30.0,cool,reduced,pale pink,<3,intermittent severe pain,absent,moderate,slight,none,4.96612903226,decreased,distended large intestine,37.0,56.0,serosanguinous,1.0,lived,yes
yes,adult,37.0,44.0,12.0,cool,normal,normal pink,>=3,alert no pain,hypermotile,none,,,4.96612903226,absent,other,40.0,6.7,serosanguinous,8.0,lived,yes
yes,adult,38.6,48.0,20.0,cool,normal,normal pink,<3,intermittent severe pain,hypomotile,none,,,4.96612903226,decreased,,37.0,75.0,,2.93865546218,lived,yes
yes,adult,38.1351851852,82.0,72.0,cool,normal,pale cyanotic,<3,depressed,hypomotile,moderate,,<1l,4.96612903226,absent,distended small intestine,53.0,65.0,serosanguinous,2.0,euthanized,yes
yes,young,38.2,78.0,60.0,cold,absent,dark cyanotic,,intermittent mild pain,hypomotile,moderate,,,4.96612903226,normal,,59.0,5.8,serosanguinous,3.1,died,yes
no,adult,37.8,60.0,16.0,normal,normal,pale pink,<3,depressed,hypomotile,slight,none,>1l,4.96612903226,decreased,,41.0,73.0,,2.93865546218,euthanized,no
yes,adult,38.7,34.0,30.0,warm,,pale pink,<3,depressed,hypomotile,,,,4.96612903226,,,33.0,69.0,,2.0,euthanized,yes
