surgery,Age,rectal_temperature,pulse,respiratory_rate,temp_extremities,peripheral_pulse,mucous_membranes,capillary_refill_time,pain,peristalsis,abdominal_distension,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_PH,rectal_examination,abdomen,packed_cell_volume,total_protein,abdominocentesis_appearance,abdomcentesis_total_protein,outcome,surgical_lesion
yes,adult,All,58.0_to_inf,All,cold,reduced,normal pink,<3,intermittent mild pain,hypomotile,moderate,significant,<1l,All,absent,distended large intestine,-inf_to_49.5,All,serosanguinous,All,lived,yes
yes,adult,All,58.0_to_inf,All,normal,normal,,<3,,hypermotile,none,,,All,,,-inf_to_49.5,All,clear,All,lived,yes
yes,adult,All,58.0_to_inf,All,cool,normal,normal pink,<3,depressed,hypermotile,none,slight,>1l,All,normal,distended small intestine,-inf_to_49.5,All,clear,All,lived,yes
no,young,All,58.0_to_inf,All,warm,normal,normal pink,<3,intermittent severe pain,hypermotile,none,,,All,normal,,-inf_to_49.5,All,,All,lived,no
yes,adult,All,-inf_to_58.0,All,normal,normal,normal pink,<3,intermittent mild pain,hypomotile,moderate,none,>1l,All,absent,,-inf_to_49.5,All,clear,All,lived,yes
yes,adult,All,58.0_to_inf,All,cool,reduced,pale cyanotic,>=3,intermittent severe pain,hypomotile,severe,,,All,,,49.5_to_inf,All,,All,died,yes
no,adult,All,58.0_to_inf,All,normal,normal,bright pink,<3,depressed,normal,none,,,All,absent,normal,-inf_to_49.5,All,,All,lived,no
no,adult,All,-inf_to_58.0,All,cool,normal,normal pink,,,hypermotile,slight,,,All,normal,,-inf_to_49.5,All,,All,lived,no
no,adult,All,58.0_to_inf,All,cool,reduced,,>=3,depressed,absent,slight,none,>1l,All,absent,distended large intestine,49.5_to_inf,All,,All,died,yes
no,adult,All,58.0_to_inf,All,normal,normal,normal pink,>=3,alert no pain,hypomotile,none,,,All,decreased,,-inf_to_49.5,All,,All,lived,no
no,adult,All,58.0_to_inf,All,cool,normal,bright pink,<3,depressed,hypermotile,slight,,,All,decreased,other,-inf_to_49.5,All,,All,lived,no
yes,adult,All,-inf_to_58.0,All,normal,,pale pink,<3,intermittent mild pain,hypermotile,moderate,slight,none,All,decreased,firm feces in large intestine,-inf_to_49.5,All,cloudy,All,lived,yes
yes,adult,All,58.0_to_inf,All,normal,normal,pale pink,<3,intermittent severe pain,absent,moderate,slight,none,All,decreased,distended large intestine,-inf_to_49.5,All,clear,All,died,yes
yes,adult,All,-inf_to_58.0,All,,,,,,,,none,none,All,,distended large intestine,-inf_to_49.5,All,serosanguinous,All,euthanized,yes
no,adult,All,-inf_to_58.0,All,normal,normal,normal pink,<3,depressed,hypomotile,none,slight,none,All,absent,normal,-inf_to_49.5,All,,All,lived,no
yes,adult,All,58.0_to_inf,All,cool,normal,pale pink,<3,intermittent severe pain,absent,slight,slight,,All,,,-inf_to_49.5,All,clear,All,lived,yes
no,adult,All,58.0_to_inf,All,cool,reduced,bright red,>=3,intermittent severe pain,hypomotile,severe,slight,none,All,absent,distended large intestine,-inf_to_49.5,All,,All,euthanized,no
yes,adult,All,58.0_to_inf,All,warm,reduced,pale cyanotic,>=3,intermittent severe pain,absent,moderate,slight,none,All,decreased,distended large intestine,49.5_to_inf,All,,All,lived,yes
yes,adult,All,58.0_to_inf,All,,,,,,,,,,All,,,-inf_to_49.5,All,,All,died,yes
yes,adult,All,58.0_to_inf,All,cool,reduced,bright red,>=3,,hypomotile,moderate,slight,<1l,All,absent,distended large intestine,49.5_to_inf,All,,All,euthanized,yes
yes,adult,All,58.0_to_inf,All,,normal,bright pink,<3,depressed,absent,slight,,,All,normal,distended large intestine,-inf_to_49.5,All,serosanguinous,All,died,yes
yes,adult,All,58.0_to_inf,All,cold,reduced,pale cyanotic,<3,depressed,absent,severe,none,none,All,absent,distended large intestine,-inf_to_49.5,All,clear,All,died,yes
yes,young,All,58.0_to_inf,All,normal,reduced,bright pink,>=3,intermittent mild pain,hypomotile,moderate,significant,none,All,,,-inf_to_49.5,All,clear,All,lived,no
yes,adult,All,-inf_to_58.0,All,cool,normal,pale pink,<3,,normal,slight,slight,none,All,normal,distended small intestine,-inf_to_49.5,All,cloudy,All,lived,yes
no,adult,All,-inf_to_58.0,All,warm,normal,normal pink,<3,alert no pain,hypermotile,none,slight,,All,increased,,-inf_to_49.5,All,cloudy,All,lived,no
yes,adult,All,-inf_to_58.0,All,normal,normal,normal pink,<3,alert no pain,normal,none,slight,none,All,normal,other,-inf_to_49.5,All,,All,lived,yes
no,adult,All,58.0_to_inf,All,,,,,,,,,,All,,,-inf_to_49.5,All,,All,lived,no
yes,adult,All,58.0_to_inf,All,,,,>=3,,,,,,All,,,49.5_to_inf,All,,All,lived,yes
yes,adult,All,-inf_to_58.0,All,normal,increased,bright pink,<3,depressed,normal,,,,All,,,-inf_to_49.5,All,,All,euthanized,yes
yes,adult,All,-inf_to_58.0,All,cool,reduced,pale cyanotic,<3,intermittent mild pain,absent,moderate,slight,none,All,absent,distended small intestine,-inf_to_49.5,All,,All,lived,yes
yes,adult,All,58.0_to_inf,All,cold,absent,pale cyanotic,<3,depressed,hypomotile,none,slight,none,All,absent,distended small intestine,49.5_to_inf,All,serosanguinous,All,lived,yes
yes,adult,All,58.0_to_inf,All,normal,normal,pale pink,<3,intermittent mild pain,hypomotile,slight,slight,,All,absent,distended small intestine,-inf_to_49.5,All,cloudy,All,lived,yes
yes,adult,All,-inf_to_58.0,All,normal,normal,normal pink,<3,intermittent mild pain,hypermotile,none,none,none,All,decreased,distended large intestine,-inf_to_49.5,All,,All,lived,yes
no,adult,All,-inf_to_58.0,All,normal,normal,normal pink,<3,alert no pain,hypomotile,none,slight,none,All,decreased,other,-inf_to_49.5,All,clear,All,lived,no
yes,adult,All,58.0_to_inf,All,cold,reduced,bright red,>=3,depressed,hypomotile,moderate,none,<1l,All,,distended small intestine,49.5_to_inf,All,serosanguinous,All,died,yes
yes,young,All,58.0_to_inf,All,,,,,,,,,,All,,,-inf_to_49.5,All,cloudy,All,lived,yes
yes,adult,All,58.0_to_inf,All,cool,,dark cyanotic,>=3,continuous severe pain,absent,moderate,slight,>1l,All,normal,distended large intestine,49.5_to_inf,All,serosanguinous,All,euthanized,yes
yes,young,All,58.0_to_inf,All,,,,,,hypermotile,,slight,,All,normal,,-inf_to_49.5,All,clear,All,lived,yes
yes,adult,All,58.0_to_inf,All,cool,reduced,,<3,intermittent severe pain,hypomotile,severe,,,All,,,-inf_to_49.5,All,,All,lived,yes
no,adult,All,58.0_to_inf,All,cool,reduced,dark cyanotic,<3,continuous severe pain,absent,none,,<1l,All,absent,,49.5_to_inf,All,,All,died,no
yes,adult,All,-inf_to_58.0,All,,,,,,,,,,All,,,-inf_to_49.5,All,,All,lived,yes
no,adult,All,-inf_to_58.0,All,cold,normal,pale pink,<3,,normal,none,none,none,All,normal,normal,-inf_to_49.5,All,,All,lived,no
yes,adult,All,-inf_to_58.0,All,normal,normal,bright red,<3,intermittent severe pain,hypomotile,none,slight,<1l,All,normal,,49.5_to_inf,All,cloudy,All,died,yes
no,adult,All,-inf_to_58.0,All,normal,normal,normal pink,<3,intermittent mild pain,hypermotile,slight,,,All,normal,,-inf_to_49.5,All,,All,lived,no
no,adult,All,-inf_to_58.0,All,warm,normal,bright red,<3,intermittent mild pain,hypermotile,none,,none,All,,other,-inf_to_49.5,All,serosanguinous,All,lived,no
no,adult,All,58.0_to_inf,All,cool,reduced,pale pink,<3,intermittent mild pain,hypomotile,slight,slight,<1l,All,,distended small intestine,-inf_to_49.5,All,serosanguinous,All,euthanized,yes
yes,adult,All,58.0_to_inf,All,cold,reduced,pale cyanotic,>=3,continuous severe pain,absent,severe,,,All,absent,distended large intestine,49.5_to_inf,All,,All,died,yes
yes,adult,All,-inf_to_58.0,All,normal,normal,bright pink,<3,alert no pain,normal,none,none,none,All,normal,,-inf_to_49.5,All,,All,lived,no
yes,adult,All,58.0_to_inf,All,normal,,,>=3,,hypomotile,moderate,,,All,normal,,-inf_to_49.5,All,,All,lived,yes
yes,young,All,58.0_to_inf,All,normal,reduced,bright pink,<3,depressed,hypomotile,severe,,,All,,,-inf_to_49.5,All,clear,All,lived,yes
yes,adult,All,58.0_to_inf,All,cool,,pale pink,<3,intermittent severe pain,normal,severe,slight,>1l,All,normal,distended large intestine,-inf_to_49.5,All,clear,All,lived,yes
yes,adult,All,58.0_to_inf,All,cool,reduced,pale cyanotic,<3,continuous severe pain,absent,moderate,slight,none,All,decreased,distended small intestine,-inf_to_49.5,All,,All,died,yes
yes,adult,All,58.0_to_inf,All,warm,reduced,pale cyanotic,<3,intermittent severe pain,hypomotile,moderate,slight,,All,decreased,distended small intestine,-inf_to_49.5,All,serosanguinous,All,lived,yes
no,adult,All,-inf_to_58.0,All,warm,,normal pink,>=3,intermittent mild pain,hypomotile,none,slight,none,All,,other,-inf_to_49.5,All,,All,lived,no
yes,adult,All,58.0_to_inf,All,cold,absent,dark cyanotic,<3,depressed,absent,none,none,<1l,All,,distended small intestine,49.5_to_inf,All,serosanguinous,All,euthanized,yes
no,adult,All,-inf_to_58.0,All,cool,reduced,bright pink,<3,alert no pain,absent,none,none,none,All,,distended large intestine,49.5_to_inf,All,,All,died,yes
yes,young,All,58.0_to_inf,All,cool,normal,bright pink,<3,depressed,hypomotile,severe,none,none,All,absent,distended small intestine,49.5_to_inf,All,serosanguinous,All,died,yes
no,adult,All,58.0_to_inf,All,cool,reduced,pale cyanotic,>=3,continuous severe pain,absent,slight,,,All,absent,,-inf_to_49.5,All,serosanguinous,All,lived,no
yes,adult,All,58.0_to_inf,All,cool,reduced,pale pink,<3,intermittent severe pain,absent,severe,,,All,absent,distended large intestine,-inf_to_49.5,All,,All,lived,yes
yes,young,All,58.0_to_inf,All,normal,,normal pink,<3,intermittent severe pain,hypermotile,moderate,,,All,increased,,-inf_to_49.5,All,,All,died,yes
yes,adult,All,58.0_to_inf,All,warm,normal,normal pink,<3,depressed,hypermotile,none,none,none,All,normal,,-inf_to_49.5,All,cloudy,All,euthanized,yes
yes,adult,All,58.0_to_inf,All,cool,reduced,pale cyanotic,<3,,absent,,,<1l,All,,,49.5_to_inf,All,,All,died,yes
no,adult,All,-inf_to_58.0,All,normal,normal,normal pink,<3,depressed,hypomotile,slight,slight,none,All,decreased,distended large intestine,-inf_to_49.5,All,clear,All,lived,no
yes,adult,All,58.0_to_inf,All,cool,reduced,normal pink,<3,depressed,hypomotile,none,slight,none,All,,,49.5_to_inf,All,serosanguinous,All,died,yes
no,adult,All,-inf_to_58.0,All,,normal,normal pink,<3,intermittent severe pain,hypomotile,slight,none,none,All,absent,,-inf_to_49.5,All,,All,lived,no
no,adult,All,-inf_to_58.0,All,warm,normal,normal pink,<3,alert no pain,,slight,slight,none,All,,other,-inf_to_49.5,All,,All,lived,no
no,young,All,58.0_to_inf,All,,,,,,,,,,All,,,-inf_to_49.5,All,,All,lived,no
yes,adult,All,58.0_to_inf,All,,,pale pink,>=3,intermittent severe pain,absent,slight,slight,<1l,All,absent,distended small intestine,-inf_to_49.5,All,serosanguinous,All,died,yes
yes,adult,All,-inf_to_58.0,All,cool,normal,bright pink,<3,intermittent mild pain,hypomotile,moderate,slight,none,All,normal,distended large intestine,-inf_to_49.5,All,cloudy,All,lived,yes
no,adult,All,-inf_to_58.0,All,cool,normal,normal pink,<3,intermittent mild pain,hypomotile,none,slight,none,All,normal,,-inf_to_49.5,All,,All,euthanized,yes
no,adult,All,58.0_to_inf,All,warm,normal,pale pink,<3,intermittent mild pain,hypomotile,slight,none,none,All,normal,distended large intestine,-inf_to_49.5,All,clear,All,lived,no
no,adult,All,-inf_to_58.0,All,cool,normal,bright pink,<3,depressed,hypomotile,slight,,<1l,All,,distended small intestine,-inf_to_49.5,All,serosanguinous,All,lived,no
yes,adult,All,-inf_to_58.0,All,,,normal pink,<3,,hypomotile,,,,All,decreased,,-inf_to_49.5,All,,All,lived,no
yes,adult,All,58.0_to_inf,All,warm,reduced,normal pink,<3,,hypomotile,none,none,>1l,All,normal,distended large intestine,-inf_to_49.5,All,,All,lived,yes
yes,adult,All,58.0_to_inf,All,cool,reduced,normal pink,<3,intermittent mild pain,hypomotile,slight,slight,>1l,All,decreased,distended small intestine,-inf_to_49.5,All,,All,died,yes
yes,adult,All,58.0_to_inf,All,cool,reduced,dark cyanotic,<3,continuous severe pain,absent,none,slight,<1l,All,decreased,normal,49.5_to_inf,All,serosanguinous,All,lived,yes
yes,adult,All,58.0_to_inf,All,cool,reduced,pale cyanotic,>=3,continuous severe pain,absent,severe,significant,<1l,All,absent,distended small intestine,49.5_to_inf,All,,All,lived,yes
yes,adult,All,58.0_to_inf,All,cool,reduced,pale pink,<3,continuous severe pain,hypomotile,moderate,none,none,All,,,49.5_to_inf,All,serosanguinous,All,died,yes
yes,adult,All,58.0_to_inf,All,,reduced,,,,absent,severe,,,All,,distended large intestine,-inf_to_49.5,All,,All,euthanized,yes
yes,young,All,58.0_to_inf,All,normal,reduced,dark cyanotic,>=3,continuous severe pain,hypomotile,slight,none,none,All,,,49.5_to_inf,All,,All,died,yes
yes,adult,All,-inf_to_58.0,All,cool,normal,normal pink,<3,intermittent severe pain,normal,slight,significant,<1l,All,decreased,,-inf_to_49.5,All,cloudy,All,euthanized,no
no,adult,All,-inf_to_58.0,All,warm,reduced,pale pink,<3,alert no pain,hypomotile,slight,significant,none,All,,,-inf_to_49.5,All,,All,lived,no
no,adult,All,-inf_to_58.0,All,normal,normal,normal pink,<3,alert no pain,hypermotile,none,,,All,normal,normal,-inf_to_49.5,All,,All,lived,no
no,adult,All,-inf_to_58.0,All,cold,reduced,normal pink,<3,depressed,absent,moderate,slight,>1l,All,,,-inf_to_49.5,All,clear,All,lived,no
yes,adult,All,-inf_to_58.0,All,,,normal pink,,alert no pain,hypermotile,,,,All,,,-inf_to_49.5,All,,All,lived,no
no,adult,All,58.0_to_inf,All,cool,reduced,bright red,<3,depressed,hypomotile,none,none,none,All,absent,normal,49.5_to_inf,All,,All,died,yes
yes,adult,All,58.0_to_inf,All,,,,,,,,,,All,,,-inf_to_49.5,All,,All,lived,yes
yes,adult,All,58.0_to_inf,All,normal,normal,normal pink,<3,intermittent mild pain,hypomotile,none,slight,none,All,absent,distended large intestine,-inf_to_49.5,All,clear,All,lived,yes
no,adult,All,58.0_to_inf,All,cool,normal,normal pink,>=3,intermittent severe pain,,moderate,none,<1l,All,,,49.5_to_inf,All,,All,euthanized,yes
no,young,All,58.0_to_inf,All,,,,<3,,,,,,All,,,-inf_to_49.5,All,,All,lived,no
yes,adult,All,58.0_to_inf,All,,,,,,,,,,All,,,-inf_to_49.5,All,,All,lived,yes
yes,adult,All,-inf_to_58.0,All,,normal,normal pink,<3,intermittent mild pain,normal,slight,,,All,decreased,,-inf_to_49.5,All,clear,All,lived,yes
no,adult,All,-inf_to_58.0,All,warm,normal,bright pink,<3,alert no pain,hypermotile,,,,All,normal,normal,-inf_to_49.5,All,,All,lived,no
yes,adult,All,58.0_to_inf,All,cool,reduced,pale pink,<3,depressed,hypomotile,moderate,slight,>1l,All,decreased,normal,49.5_to_inf,All,serosanguinous,All,died,yes
yes,adult,All,58.0_to_inf,All,normal,reduced,bright pink,<3,intermittent severe pain,hypomotile,moderate,none,,All,normal,distended large intestine,-inf_to_49.5,All,cloudy,All,died,yes
yes,adult,All,58.0_to_inf,All,cool,reduced,pale pink,<3,,hypomotile,,slight,none,All,,distended small intestine,-inf_to_49.5,All,,All,euthanized,no
no,adult,All,-inf_to_58.0,All,normal,normal,normal pink,<3,depressed,hypermotile,none,,,All,decreased,other,-inf_to_49.5,All,,All,lived,no
yes,adult,All,58.0_to_inf,All,cold,,pale cyanotic,>=3,depressed,absent,,,,All,,distended large intestine,49.5_to_inf,All,,All,euthanized,no
no,adult,All,58.0_to_inf,All,cool,increased,pale cyanotic,>=3,intermittent severe pain,hypomotile,moderate,significant,none,All,absent,distended small intestine,-inf_to_49.5,All,serosanguinous,All,euthanized,yes
yes,adult,All,58.0_to_inf,All,cold,reduced,pale cyanotic,<3,intermittent severe pain,absent,moderate,slight,none,All,decreased,distended large intestine,49.5_to_inf,All,,All,died,yes
yes,adult,All,58.0_to_inf,All,cool,reduced,pale pink,<3,intermittent mild pain,hypomotile,moderate,significant,none,All,absent,distended small intestine,49.5_to_inf,All,serosanguinous,All,lived,yes
yes,adult,All,-inf_to_58.0,All,,,,,,,,,,All,absent,normal,-inf_to_49.5,All,clear,All,euthanized,no
no,adult,All,-inf_to_58.0,All,,normal,bright pink,>=3,intermittent mild pain,absent,none,slight,>1l,All,,other,-inf_to_49.5,All,,All,lived,no
no,adult,All,-inf_to_58.0,All,,,normal pink,<3,,hypomotile,,,,All,,,-inf_to_49.5,All,clear,All,lived,no
yes,adult,All,-inf_to_58.0,All,,absent,pale pink,>=3,continuous severe pain,absent,severe,none,none,All,decreased,distended large intestine,-inf_to_49.5,All,serosanguinous,All,lived,yes
yes,adult,All,-inf_to_58.0,All,cool,normal,pale cyanotic,>=3,intermittent severe pain,absent,moderate,none,none,All,,,-inf_to_49.5,All,serosanguinous,All,euthanized,no
no,adult,All,-inf_to_58.0,All,cool,,pale pink,<3,alert no pain,,none,,,All,,other,-inf_to_49.5,All,,All,lived,no
yes,adult,All,58.0_to_inf,All,cool,,normal pink,<3,,absent,,significant,>1l,All,,distended large intestine,-inf_to_49.5,All,,All,lived,yes
no,adult,All,58.0_to_inf,All,cool,increased,bright pink,<3,intermittent mild pain,normal,none,slight,>1l,All,normal,normal,49.5_to_inf,All,,All,lived,no
no,adult,All,-inf_to_58.0,All,warm,normal,bright pink,<3,intermittent mild pain,,none,slight,,All,increased,,-inf_to_49.5,All,clear,All,lived,no
,adult,All,58.0_to_inf,All,,normal,pale cyanotic,>=3,depressed,,,,,All,,distended large intestine,-inf_to_49.5,All,,All,,yes
no,adult,All,58.0_to_inf,All,cool,normal,pale pink,>=3,intermittent mild pain,hypomotile,slight,significant,<1l,All,absent,distended small intestine,49.5_to_inf,All,cloudy,All,lived,no
yes,adult,All,58.0_to_inf,All,,,pale cyanotic,>=3,continuous severe pain,absent,severe,none,none,All,,distended large intestine,-inf_to_49.5,All,,All,died,no
yes,adult,All,58.0_to_inf,All,cool,reduced,pale pink,<3,continuous severe pain,absent,severe,slight,>1l,All,absent,distended large intestine,49.5_to_inf,All,serosanguinous,All,died,yes
no,adult,All,58.0_to_inf,All,normal,normal,pale pink,<3,intermittent mild pain,,slight,slight,none,All,decreased,distended large intestine,-inf_to_49.5,All,cloudy,All,lived,no
no,young,All,58.0_to_inf,All,normal,normal,bright pink,<3,alert no pain,hypomotile,slight,significant,,All,,,-inf_to_49.5,All,clear,All,lived,no
yes,adult,All,58.0_to_inf,All,warm,reduced,normal pink,<3,depressed,absent,moderate,significant,>1l,All,absent,distended large intestine,-inf_to_49.5,All,,All,lived,yes
no,adult,All,-inf_to_58.0,All,cool,normal,normal pink,<3,depressed,hypermotile,,none,none,All,decreased,other,-inf_to_49.5,All,clear,All,lived,no
yes,adult,All,58.0_to_inf,All,warm,reduced,pale pink,<3,intermittent severe pain,hypomotile,moderate,,,All,,,-inf_to_49.5,All,clear,All,died,yes
no,young,All,58.0_to_inf,All,cold,absent,pale cyanotic,>=3,continuous severe pain,absent,severe,,,All,,,-inf_to_49.5,All,,All,died,yes
yes,adult,All,58.0_to_inf,All,,,dark cyanotic,>=3,intermittent severe pain,absent,moderate,none,,All,absent,distended large intestine,49.5_to_inf,All,,All,euthanized,yes
yes,adult,All,58.0_to_inf,All,cool,reduced,pale cyanotic,>=3,continuous severe pain,absent,moderate,slight,none,All,absent,distended small intestine,-inf_to_49.5,All,cloudy,All,lived,yes
no,adult,All,-inf_to_58.0,All,cool,normal,pale pink,<3,intermittent mild pain,normal,moderate,slight,none,All,,distended large intestine,-inf_to_49.5,All,clear,All,lived,yes
yes,adult,All,58.0_to_inf,All,cool,normal,bright red,>=3,intermittent severe pain,hypomotile,moderate,slight,<1l,All,absent,distended small intestine,-inf_to_49.5,All,serosanguinous,All,died,yes
yes,adult,All,58.0_to_inf,All,cold,,pale cyanotic,>=3,continuous severe pain,hypomotile,none,none,<1l,All,,distended small intestine,49.5_to_inf,All,,All,died,yes
no,adult,All,-inf_to_58.0,All,normal,normal,normal pink,<3,alert no pain,hypomotile,none,,,All,normal,firm feces in large intestine,-inf_to_49.5,All,,All,lived,no
no,adult,All,-inf_to_58.0,All,warm,normal,pale pink,<3,intermittent mild pain,hypomotile,none,,,All,normal,firm feces in large intestine,-inf_to_49.5,All,,All,lived,no
no,adult,All,-inf_to_58.0,All,warm,normal,pale pink,<3,alert no pain,hypomotile,slight,slight,none,All,decreased,distended large intestine,-inf_to_49.5,All,clear,All,lived,no
yes,adult,All,58.0_to_inf,All,normal,,pale pink,<3,depressed,hypermotile,none,none,none,All,absent,distended small intestine,-inf_to_49.5,All,cloudy,All,lived,yes
no,adult,All,-inf_to_58.0,All,normal,normal,normal pink,,intermittent mild pain,normal,none,none,none,All,decreased,firm feces in large intestine,-inf_to_49.5,All,,All,lived,no
yes,adult,All,58.0_to_inf,All,,normal,normal pink,,depressed,hypomotile,,,,All,absent,distended small intestine,-inf_to_49.5,All,,All,lived,yes
no,adult,All,-inf_to_58.0,All,normal,normal,normal pink,<3,,hypermotile,none,slight,none,All,absent,firm feces in large intestine,-inf_to_49.5,All,,All,lived,no
yes,adult,All,58.0_to_inf,All,warm,reduced,bright pink,<3,continuous severe pain,hypomotile,moderate,none,>1l,All,normal,distended large intestine,-inf_to_49.5,All,cloudy,All,lived,yes
no,adult,All,58.0_to_inf,All,,,dark cyanotic,,,,,,,All,,,-inf_to_49.5,All,,All,died,no
yes,adult,All,58.0_to_inf,All,cool,reduced,pale pink,<3,,,,,,All,,,-inf_to_49.5,All,,All,lived,yes
yes,adult,All,-inf_to_58.0,All,normal,normal,normal pink,<3,alert no pain,hypermotile,none,,,All,normal,normal,-inf_to_49.5,All,cloudy,All,lived,yes
no,adult,All,-inf_to_58.0,All,normal,normal,normal pink,<3,intermittent mild pain,hypomotile,slight,,,All,,,-inf_to_49.5,All,cloudy,All,lived,no
no,adult,All,-inf_to_58.0,All,cool,reduced,pale pink,,,hypermotile,none,slight,none,All,absent,,-inf_to_49.5,All,cloudy,All,lived,no
no,adult,All,-inf_to_58.0,All,cool,reduced,bright pink,>=3,depressed,absent,none,slight,,All,absent,,-inf_to_49.5,All,,All,lived,no
yes,adult,All,-inf_to_58.0,All,normal,normal,pale pink,<3,,absent,none,slight,none,All,normal,distended small intestine,-inf_to_49.5,All,clear,All,lived,yes
yes,adult,All,-inf_to_58.0,All,warm,normal,bright pink,<3,depressed,hypomotile,moderate,,<1l,All,absent,distended large intestine,-inf_to_49.5,All,,All,lived,yes
no,adult,All,58.0_to_inf,All,cold,reduced,dark cyanotic,>=3,depressed,absent,moderate,none,none,All,absent,distended large intestine,49.5_to_inf,All,cloudy,All,euthanized,yes
yes,adult,All,58.0_to_inf,All,warm,,pale cyanotic,<3,intermittent mild pain,,moderate,,>1l,All,decreased,distended small intestine,49.5_to_inf,All,cloudy,All,lived,yes
yes,adult,All,58.0_to_inf,All,cool,reduced,pale pink,<3,intermittent severe pain,absent,moderate,slight,none,All,decreased,distended large intestine,-inf_to_49.5,All,serosanguinous,All,lived,yes
yes,adult,All,-inf_to_58.0,All,cool,normal,normal pink,>=3,alert no pain,hypermotile,none,,,All,absent,other,-inf_to_49.5,All,serosanguinous,All,lived,yes
yes,adult,All,-inf_to_58.0,All,cool,normal,normal pink,<3,intermittent severe pain,hypomotile,none,,,All,decreased,,-inf_to_49.5,All,,All,lived,yes
yes,adult,All,58.0_to_inf,All,cool,normal,pale cyanotic,<3,depressed,hypomotile,moderate,,<1l,All,absent,distended small intestine,49.5_to_inf,All,serosanguinous,All,euthanized,yes
yes,young,All,58.0_to_inf,All,cold,absent,dark cyanotic,,intermittent mild pain,hypomotile,moderate,,,All,normal,,49.5_to_inf,All,serosanguinous,All,died,yes
no,adult,All,58.0_to_inf,All,normal,normal,pale pink,<3,depressed,hypomotile,slight,none,>1l,All,decreased,,-inf_to_49.5,All,,All,euthanized,no
yes,adult,All,-inf_to_58.0,All,warm,,pale pink,<3,depressed,hypomotile,,,,All,,,-inf_to_49.5,All,,All,euthanized,yes
yes,adult,All,-inf_to_58.0,All,normal,normal,normal pink,<3,alert no pain,normal,none,none,none,All,normal,distended large intestine,-inf_to_49.5,All,,All,lived,yes
no,adult,All,-inf_to_58.0,All,cool,,normal pink,<3,intermittent mild pain,absent,moderate,slight,>1l,All,absent,distended large intestine,-inf_to_49.5,All,cloudy,All,lived,yes
yes,adult,All,58.0_to_inf,All,cold,reduced,,>=3,depressed,absent,none,,,All,,,49.5_to_inf,All,serosanguinous,All,lived,yes
yes,adult,All,-inf_to_58.0,All,cool,normal,pale pink,<3,intermittent severe pain,hypermotile,none,none,none,All,,,-inf_to_49.5,All,,All,euthanized,yes
yes,adult,All,58.0_to_inf,All,normal,normal,pale cyanotic,<3,continuous severe pain,hypomotile,moderate,,<1l,All,,,49.5_to_inf,All,clear,All,lived,yes
no,adult,All,-inf_to_58.0,All,cool,normal,normal pink,<3,alert no pain,hypermotile,slight,slight,none,All,decreased,other,-inf_to_49.5,All,cloudy,All,lived,no
yes,young,All,58.0_to_inf,All,cold,absent,dark cyanotic,,intermittent mild pain,hypomotile,moderate,,,All,normal,,49.5_to_inf,All,serosanguinous,All,died,yes
no,adult,All,58.0_to_inf,All,normal,normal,pale pink,<3,intermittent severe pain,normal,slight,none,none,All,,,-inf_to_49.5,All,clear,All,lived,yes
no,adult,All,-inf_to_58.0,All,normal,normal,normal pink,<3,alert no pain,hypomotile,none,,,All,decreased,firm feces in large intestine,-inf_to_49.5,All,,All,lived,no
yes,adult,All,58.0_to_inf,All,normal,normal,bright pink,<3,depressed,hypermotile,none,none,none,All,normal,distended small intestine,-inf_to_49.5,All,serosanguinous,All,euthanized,yes
no,adult,All,-inf_to_58.0,All,cool,,pale pink,<3,alert no pain,hypermotile,none,,,All,,normal,-inf_to_49.5,All,,All,lived,no
no,adult,All,58.0_to_inf,All,cool,normal,normal pink,<3,intermittent mild pain,hypomotile,slight,none,<1l,All,,,-inf_to_49.5,All,,All,died,yes
